quality,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
5,1.9847169036033734,-1.0812833193037574,-0.1946928810681393,-1.0907682331732842,-1.0791957771869043,-1.33456982831651,-1.1124523289285813,-0.3456344627508538,-2.643115438475935,-1.0403237738317828,-0.33994356952219557
5,-0.41157160169010576,-1.2790955477367156,1.8469250988892163,-0.09216224314439032,-0.025867764871082027,2.359941664102102,0.559165548553457,0.28067106207237313,-1.4468873221434908,-0.7770173536050323,-0.9930512491298346
6,-1.0106437280134755,1.0946511934587813,-1.3856367027099297,1.1510003158711712,0.024290711905861944,1.7640527137120032,2.53685430501108,1.237335545044094,-0.2506592058110497,-0.9525549670895327,-1.2379666289827003
6,-0.41157160169010576,-0.6856588624378415,1.5066554355629902,2.2922643044756215,-0.025867764871082027,-0.08320303249730268,-0.3119592608385911,1.9462308094044158,0.08162638205907513,-0.1626357064092822,-1.4012435488846096
5,0.4271293751626121,-0.4878466340048832,0.40077902975275603,-0.051402814979945824,1.0776187242216846,-0.9174475630434408,-1.135996242695934,0.3288484101357071,-0.11774497066300037,2.645966109342721,-0.6664974093260158
6,-0.2917571764254322,-0.19112829135544615,-0.7901647918890347,0.1727740399244998,-0.37697710230968945,-0.4407364027313619,-0.02943229563035928,0.41143814967280196,1.0784831456694437,0.9783587812399689,-0.09502818966933001
6,1.9847169036033734,-0.4878466340048832,0.5709138614158691,0.7230263201445025,-0.4772940558635771,-0.6790919828874014,-1.1830840702306393,0.37702575819900286,-1.114601734273369,-0.6014797401205325,-0.01338972971837531
5,-0.7710148774841273,0.6001206223763862,-0.27976029689969584,0.9675828891311702,0.07444918868280592,-0.4407364027313619,2.324959081104906,1.4093975024130894,-0.05128785308897422,0.012901907075218114,-1.4828820088355656
5,-0.890829302748802,0.5012145081599071,-0.10962546523658276,0.29505232441783363,0.3252415725675258,0.9893970782048749,1.0535877376678628,0.8828879128639331,1.3443116159655424,1.4172028149512197,-0.8297743292279252
6,1.8649024783386998,-1.1801894335202365,-0.024558049405026216,-0.9888696627621725,-0.627769486194409,-1.1558031431994802,-0.9476449325571128,-0.0015105480127867894,-0.3171163233850729,-0.6014797401205325,-0.6664974093260158
6,-0.17194275116075763,0.5012145081599071,0.06050936642653033,0.05049575543116577,1.0776187242216846,-0.023614137458292817,0.41790206594934115,0.4871454109152057,-0.5164876761071484,-0.07486689966703204,-0.9930512491298346
